""	"SYM"	"Algorithm"	"ProofType"	"PercVolume"	"ClassVolume"	"PercMKCaP"	"ClassMKCaP"	"ClassVolumeUSD"	"ClassRet"	"ClassRisk"	"DecVolumeUSD"	"DecRet"	"DecRisk"	"ClassSharpeR"	"ClassBeta"	"DecAge"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"531"	"EQ"	"N/A"	"N/A"	"P70"	"BC"	"P99"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"532"	"EQM"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"High"	"D4"	"D10"	"D10"	"SRF"	"Extreme"	"D4"	2	2	3	9
"533"	"EQT"	"Scrypt"	"PoW"	"P70"	"BC"	"P99"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	3	2	2
"534"	"EQUAL"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D5"	"D10"	"D7"	"ERP"	"LowVol"	"D4"	2	3	2	2
"535"	"ERC"	"X11"	"PoW/PoS"	"P80"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D4"	"ERP"	"LowVol"	"D10"	3	3	2	4
"536"	"EREAL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D9"	"D4"	"D10"	"ERP"	"Extreme"	"D7"	3	4	2	12
"537"	"ERO"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D4"	"ERP"	"LowVol"	"D9"	3	3	2	4
"538"	"ERR"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D7"	"D6"	"ERP"	"LowVol"	"D7"	2	3	2	2
"539"	"ERY"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"540"	"ESP"	"536"	"PoW/PoS"	"P80"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D8"	"ERP"	"HighVol"	"D8"	2	3	2	2
"541"	"EST"	"N/A"	"PoC"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"542"	"ETBS"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D4"	"D8"	"SRF"	"HighVol"	"D9"	3	1	3	5
"543"	"ETBT"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"NegBeta"	"D4"	3	4	3	13
"544"	"ETC"	"Ethash"	"PoW"	"P100"	"AC"	"P100"	"BC"	"High"	"Average"	"Low"	"D10"	"D7"	"D4"	"SRF"	"Indexlike"	"D10"	2	3	3	1
"545"	"ETG"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"NegBeta"	"D6"	3	4	3	13
"546"	"ETH"	"Ethash"	"PoW"	"P100"	"AC"	"P100"	"AC"	"High"	"Average"	"Low"	"D10"	"D7"	"D4"	"SRF"	"Indexlike"	"D10"	2	3	3	1
"547"	"ETHB"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D7"	"D9"	"ERP"	"HighVol"	"D4"	2	1	2	7
"548"	"ETHD"	"Scrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D6"	"ERP"	"HighVol"	"D10"	3	3	3	3
"549"	"ETHOS"	"N/A"	"N/A"	"P80"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D7"	"ERP"	"HighVol"	"D9"	3	3	2	4
"550"	"ETHS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D8"	"ERP"	"LowVol"	"D6"	3	1	3	5
"551"	"ETL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D5"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"552"	"ETN"	"N/A"	"PoW"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"SRF"	"HighVol"	"D9"	3	3	3	3
"553"	"ETP"	"Ethash"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D5"	"SRF"	"HighVol"	"D10"	2	3	2	2
"554"	"ETT"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"High"	"D10"	"D5"	"D10"	"SRF"	"HighVol"	"D10"	3	1	3	5
"555"	"EUC"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D5"	"D9"	"SRF"	"NegBeta"	"D5"	3	1	3	5
"556"	"EVC"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D8"	"ERP"	"LowVol"	"D8"	3	3	3	3
"557"	"EVENT"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D5"	2	3	3	1
"558"	"EVIL"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D6"	"D10"	"ERP"	"LowVol"	"D5"	3	1	3	5
"559"	"EVR"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"NegBeta"	"D5"	3	1	2	6
"560"	"EVX"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"ERP"	"HighVol"	"D10"	2	3	2	2
"561"	"EXB"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"Average"	"D10"	"D10"	"D8"	"SRF"	"LowVol"	"D9"	2	3	3	1
"562"	"EXC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D7"	2	3	2	2
"563"	"EXCL"	"PoS"	"PoS"	"P99"	"BC"	"P80"	"BC"	"High"	"Average"	"Low"	"D10"	"D5"	"D4"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"564"	"EXE"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D7"	2	3	3	1
"565"	"EXIT"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"High"	"D9"	"D10"	"D10"	"SRF"	"LowVol"	"D6"	2	1	3	8
"566"	"EXN"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D9"	"D8"	"D10"	"SRF"	"HighVol"	"D9"	2	1	3	8
"567"	"EXP"	"Ethash"	"PoW"	"P99"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	2	4
"568"	"EZC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	NA	2	3	2	2
"569"	"F16"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D9"	"SRF"	"NegBeta"	"D6"	3	1	2	6
"570"	"FAIR"	"Groestl"	"PoW/PoS"	"P70"	"BC"	"P90"	"BC"	"Average"	"Average"	"Low"	"D8"	"D6"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"571"	"FAME"	"QuBit"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D5"	2	3	3	1
"572"	"FAZZ"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"NegBeta"	"D4"	3	2	2	14
"573"	"FC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D7"	"D10"	"D10"	"ERP"	"HighVol"	"D6"	2	1	3	8
"574"	"FC2"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	3	3
"575"	"FCN"	"CryptoNight"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D9"	"D6"	"D10"	"ERP"	"NegBeta"	"D10"	3	1	3	5
"576"	"FCS"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"577"	"FCT"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"Average"	"Average"	"Average"	"D9"	"D7"	"D5"	"ERP"	"HighVol"	"D10"	2	3	2	2
"578"	"FFC"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D7"	"D10"	"D10"	"ERP"	"NegBeta"	"D6"	2	1	3	8
"579"	"FGZ"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D6"	"D8"	"ERP"	"HighVol"	"D8"	3	3	2	4
"580"	"FIBRE"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D10"	2	3	3	1
"581"	"FIND"	"X13"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D7"	"ERP"	"NegBeta"	"D4"	3	3	3	3
"582"	"FIRE"	"X15"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D7"	"D7"	"ERP"	"LowVol"	"D9"	2	3	2	2
"583"	"FIRST"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	3	9
"584"	"FIST"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D7"	"D4"	"D10"	"ERP"	"HighVol"	"D5"	3	1	2	6
"585"	"FIT"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D9"	"ERP"	"LowVol"	"D10"	2	1	3	8
"586"	"FJC"	"Scrypt-n"	"PoW"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D8"	"SRF"	"HighVol"	"D10"	3	3	3	3
"587"	"FLASH"	"N/A"	"N/A"	"P90"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D6"	"SRF"	"LowVol"	"D10"	3	3	3	3
"588"	"FLDC"	"Stanford Folding"	"PoW"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"ERP"	"HighVol"	"D10"	3	3	3	3
"589"	"FLEX"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	NA	2	3	2	2
"590"	"FLIK"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"ERP"	"HighVol"	"D6"	3	1	2	6
"591"	"FLIXX"	"N/A"	"N/A"	"P80"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D9"	"D6"	"D7"	"ERP"	"HighVol"	"D9"	3	3	3	3
"592"	"FLLW"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D7"	"D10"	"D10"	"ERP"	"NegBeta"	"D4"	1	5	2	17
"593"	"FLO"	"Scrypt"	"PoW"	"P90"	"BC"	"P90"	"BC"	"High"	"High"	"Average"	"D10"	"D9"	"D5"	"SRF"	"HighVol"	"D10"	2	3	2	2
"594"	"FLT"	"Scrypt"	"PoS/PoW/PoT"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"SRF"	"LowVol"	"D10"	3	3	3	3
"595"	"FLVR"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D5"	"D6"	"SRF"	"CashLike"	"D4"	3	3	3	3
"596"	"FLX"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D8"	"D7"	"SRF"	"LowVol"	"D8"	2	3	3	1
"597"	"FLY"	"X13"	"PoS"	"P70"	"BC"	"P90"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D7"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"598"	"FNL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D5"	"D10"	"D10"	"SRF"	"NegBeta"	"D4"	2	4	3	16
"599"	"FNX"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"600"	"FONZ"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"CashLike"	"D5"	3	1	3	5
"601"	"FOREX"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D6"	"D9"	"SRF"	"NegBeta"	"D7"	3	1	3	5
"602"	"FORK"	"N/A"	"N/A"	"P90"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D6"	"D6"	"SRF"	"LowVol"	"D9"	2	3	3	1
"603"	"FPC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D6"	"D10"	"D10"	"SRF"	"HighVol"	"D4"	2	1	2	7
"604"	"FRAC"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D5"	2	3	2	2
"605"	"FRAZ"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"606"	"FRC"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D7"	"D10"	"D8"	"SRF"	"HighVol"	"D9"	2	1	2	7
"607"	"FRD"	"N/A"	"N/A"	"P80"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D6"	"SRF"	"LowVol"	"D7"	3	3	3	3
"608"	"FRE"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D8"	"SRF"	"LowVol"	"D5"	3	3	2	4
"609"	"FRK"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D6"	"D10"	"SRF"	"NegBeta"	"D5"	3	1	3	5
"610"	"FRN"	"Scrypt"	"PoW"	"P70"	"BC"	"P80"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D9"	"SRF"	"LowVol"	"D4"	2	1	3	8
"611"	"FRST"	"Scrypt"	"PoW/PoS "	"P80"	"BC"	"P99"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"LowVol"	"D9"	3	3	2	4
"612"	"FRWC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"LowVol"	"D4"	2	3	3	1
"613"	"FSN"	"N/A"	"N/A"	"P90"	"BC"	"P99"	"BC"	"Average"	"High"	"High"	"D9"	"D10"	"D10"	"ERP"	"NegBeta"	"D9"	2	4	3	16
"614"	"FST"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Low"	"D6"	"D10"	"D4"	"SRF"	"LowVol"	"D7"	2	3	2	2
"615"	"FT"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D7"	"D10"	"D10"	"SRF"	"HighVol"	"D6"	2	4	2	15
"616"	"FTC"	"NeoScrypt"	"PoW"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	3	3
"617"	"FTP"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D5"	2	3	2	2
"618"	"FUCK"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"619"	"FUEL"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D5"	"SRF"	"HighVol"	"D10"	3	3	2	4
"620"	"FUN"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	2	4
"621"	"FUNC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D6"	"D4"	"D8"	"SRF"	"LowVol"	"D8"	3	3	3	3
"622"	"FUNK"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D10"	"D6"	"D9"	"SRF"	"LowVol"	"D8"	3	1	2	6
"623"	"FUTC"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D5"	"D10"	"D9"	"ERP"	"LowVol"	"D4"	2	1	2	7
"624"	"FUZZ"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D6"	"D4"	"D9"	"ERP"	"NegBeta"	"D5"	3	1	3	5
"625"	"FX"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D6"	"D10"	"D7"	"ERP"	"LowVol"	"D4"	2	1	3	8
"626"	"FYN"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D8"	"ERP"	"LowVol"	"D10"	3	1	2	6
"627"	"FYP"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D7"	"ERP"	"LowVol"	"D10"	3	3	2	4
"628"	"GAIA"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D7"	"D9"	"D5"	"ERP"	"LowVol"	"D10"	2	3	3	1
"629"	"GAKH"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D9"	"D8"	"ERP"	"NegBeta"	"D4"	2	1	2	7
"630"	"GAM"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D6"	"D5"	"D4"	"ERP"	"LowVol"	"D10"	3	3	2	4
"631"	"GAME"	"Scrypt"	"PoW"	"P99"	"BC"	"P90"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"SRF"	"LowVol"	"D10"	3	3	2	4
"632"	"GAP"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D8"	"D6"	"SRF"	"LowVol"	"D10"	2	3	3	1
"633"	"GAS"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"Average"	"Average"	"Average"	"D9"	"D5"	"D5"	"ERP"	"HighVol"	"D10"	3	3	2	4
"634"	"GB"	"X11"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"LowVol"	"D10"	3	3	2	4
"635"	"GBG"	"N/A"	"PoW"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D4"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"636"	"GBIT"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D7"	"SRF"	"LowVol"	"D8"	3	3	3	3
"637"	"GBRC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	2	10
"638"	"GBT"	"POS 3.0"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D6"	"D10"	"SRF"	"HighVol"	"D4"	3	1	3	5
"639"	"GBYTE"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"Average"	"Low"	"Average"	"D6"	"D4"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"640"	"GCC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D8"	"D5"	"SRF"	"LowVol"	"D10"	2	3	2	2
"641"	"GCC*"	NA	NA	"P70"	"BC"	"P80"	"BC"	"Average"	"Average"	"High"	"D6"	"D5"	"D10"	"SRF"	"LowVol"	"D5"	3	2	3	11
"642"	"GCN"	"Scrypt"	"PoW"	"P70"	"BC"	"P90"	"BC"	"High"	"Average"	"Low"	"D10"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"643"	"GCR"	"N/A"	"PoS"	"P70"	"BC"	"P90"	"BC"	"Average"	"Average"	"High"	"D6"	"D7"	"D10"	"SRF"	"LowVol"	"D7"	3	1	3	5
"644"	"GDC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D10"	"D8"	"D10"	"SRF"	"LowVol"	"D9"	2	1	2	7
"645"	"GEMZ"	"N/A"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"646"	"GEN"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D5"	"D10"	"SRF"	"NegBeta"	"D4"	3	1	3	5
"647"	"GEO"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"Average"	"Average"	"High"	"D8"	"D6"	"D10"	"SRF"	"HighVol"	"D10"	3	1	2	6
"648"	"GER"	"Scrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D6"	"ERP"	"LowVol"	"D9"	2	3	3	1
"649"	"GGS"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Low"	"Average"	"Low"	"D4"	"D7"	"D4"	"SRF"	"Indexlike"	"D4"	2	3	2	2
"650"	"GHC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D10"	2	3	2	2
"651"	"GHOUL"	"N/A"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"652"	"GIFT"	"X13"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D6"	"ERP"	"LowVol"	"D8"	2	3	2	2
"653"	"GIG"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D8"	"D7"	"SRF"	"Indexlike"	"D8"	2	3	3	1
"654"	"GIM"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"ERP"	"HighVol"	"D6"	3	1	3	5
"655"	"GIN"	"Lyra2Z"	"PoW"	"P90"	"BC"	"P90"	"BC"	"Average"	"High"	"Average"	"D7"	"D10"	"D8"	"SRF"	"NegBeta"	"D7"	2	1	3	8
"656"	"GIVE"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D8"	2	3	3	1
"657"	"GIZ"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D4"	"D10"	"D9"	"SRF"	"HighVol"	"D4"	2	1	2	7
"658"	"GLC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D6"	"D10"	"ERP"	"NegBeta"	"D5"	3	1	2	6
"659"	"GLD"	"Scrypt"	"PoW"	"P90"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D6"	"ERP"	"LowVol"	"D10"	3	3	2	4
"660"	"GLOBE"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D5"	2	3	2	2
"661"	"GLT"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D4"	2	3	3	1
"662"	"GLX"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	NA	2	3	2	2
"663"	"GLYPH"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"664"	"GMC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"665"	"GML"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D4"	"D4"	"D9"	"SRF"	"LowVol"	"D4"	3	1	2	6
"666"	"GMX"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"Extreme"	"D4"	3	2	3	11
"667"	"GNJ"	"X14"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	2	10
"668"	"GNO"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"Average"	"Average"	"Low"	"D7"	"D4"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
